detail_id,detail_information,light_condition,road_function,intersection_type,drunk_driving
10314,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
10315,Motor Vehicle In-Transport ,Dusk,Urban-Other Principal Arterial,Not an Intersection,f
10316,Fence,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
10317,Embankment,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
10318,Other Non-Collision,Daylight,Urban-Minor Arterial,Not an Intersection,t
10319,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,t
10320,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,f
10321,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,t
10322,Motor Vehicle In-Transport ,Dawn,Rural-Major Collector,Not an Intersection,t
10323,Tree (Standing Only),Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
10324,Embankment,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
10325,Ditch,Daylight,Rural-Minor Arterial,Not an Intersection,f
10326,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,t
10327,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,T-Intersection,f
10328,Rollover/Overturn,Daylight,Rural-Minor Arterial,Not an Intersection,f
10329,Utility Pole/Light Support,Daylight,Urban-Local Road or Street,T-Intersection,f
10330,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
10331,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
10332,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,t
10333,Embankment,Daylight,Rural-Major Collector,Not an Intersection,f
10334,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,f
10335,Pedestrian,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,f
10336,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
10337,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
10338,Pedalcyclist,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
10339,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,t
10340,Embankment,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
10341,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
10342,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
10343,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
10344,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
10345,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,t
10346,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,f
10347,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
10348,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
10349,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
10350,Other Object (not fixed),Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
10351,"Other Post, Other Pole or Other Supports",Daylight,Rural-Local Road or Street,Not an Intersection,t
10352,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
10353,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
10354,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
10355,Pedestrian,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
10356,Embankment,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
10357,Ditch,Daylight,Urban-Local Road or Street,Not an Intersection,t
10358,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
10359,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
10360,Fell/Jumped from Vehicle,Daylight,Rural-Minor Collector,Not an Intersection,f
10361,Pedalcyclist,Daylight,Urban-Minor Arterial,Not an Intersection,f
10362,Tree (Standing Only),Dusk,Rural-Minor Collector,Not an Intersection,f
10363,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Four-Way Intersection,f
10364,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
10365,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
10366,Culvert,Daylight,Rural-Major Collector,Not an Intersection,f
10367,Pedestrian,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
10368,Fence,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
10369,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,t
10370,Embankment,Daylight,Rural-Major Collector,Not an Intersection,t
10371,Curb,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
10372,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Four-Way Intersection,f
10373,Culvert,Daylight,Rural-Local Road or Street,Not an Intersection,f
10374,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
10375,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,t
10376,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,f
10377,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
10378,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
10379,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,t
10380,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,T-Intersection,f
10381,Bridge Pier or Support,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
10382,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,f
10383,Utility Pole/Light Support,Daylight,Rural-Local Road or Street,Not an Intersection,t
10384,Motor Vehicle In-Transport ,Dark - Lighted,Rural-Minor Arterial,Four-Way Intersection,f
10385,Utility Pole/Light Support,Daylight,Rural-Local Road or Street,Not an Intersection,t
10386,Pedestrian,Dark - Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
10387,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,f
10388,Guardrail Face,Daylight,Rural-Minor Arterial,Not an Intersection,f
10389,Live Animal,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
10390,Guardrail Face,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
10391,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Other Principal Arterial,T-Intersection,t
10392,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
10393,Utility Pole/Light Support,Dusk,Rural-Minor Collector,Not an Intersection,t
10394,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,t
10395,Utility Pole/Light Support,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
10396,Embankment,Daylight,Rural-Major Collector,Not an Intersection,f
10397,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
10398,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,t
10399,Embankment,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
10400,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,t
10401,Motor Vehicle In-Transport ,Daylight,Urban-Collector,T-Intersection,f
10402,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Minor Arterial,Not an Intersection,f
10403,Boulder,Dark - Lighted,Urban-Collector,Not an Intersection,t
10404,Guardrail Face,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
10405,Culvert,Daylight,Urban-Minor Arterial,Not an Intersection,f
10406,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,T-Intersection,t
10407,Guardrail End,Dawn,Rural-Principal Arterial-Other,Not an Intersection,f
10408,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
10409,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
10410,Ditch,Daylight,Rural-Major Collector,Not an Intersection,f
10411,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,f
10412,Utility Pole/Light Support,Dark - Not Lighted,Rural-Minor Collector,Not an Intersection,t
10413,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
10414,Culvert,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
10415,Rollover/Overturn,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
10416,Mail Box,Dark - Lighted,Urban-Local Road or Street,Not an Intersection,t
10417,Embankment,Dawn,Rural-Minor Arterial,Not an Intersection,f
10418,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
10419,Mail Box,Daylight,Rural-Major Collector,Not an Intersection,f
10420,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
10421,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,T-Intersection,t
10422,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
10423,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Interstate,Not an Intersection,f
10424,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Principal Arterial-Interstate,Not an Intersection,t
10425,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,t
10426,Ditch,Dusk,Rural-Major Collector,Not an Intersection,f
10427,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
10428,Pedestrian,Dusk,Urban-Local Road or Street,Four-Way Intersection,f
10429,Mail Box,Daylight,Urban-Minor Arterial,Not an Intersection,f
10430,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,T-Intersection,f
10431,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
10432,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Four-Way Intersection,t
10433,Guardrail Face,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
10434,Mail Box,Daylight,Rural-Major Collector,Not an Intersection,t
10435,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
10436,Embankment,Daylight,Urban-Local Road or Street,Not an Intersection,f
10437,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
10438,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
10439,Working Motor Vehicle ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
10440,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,t
10441,Rollover/Overturn,Dark - Not Lighted,Urban-Minor Arterial,Not an Intersection,t
10442,Rollover/Overturn,Daylight,Urban-Local Road or Street,Not an Intersection,t
10443,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,t
10444,Parked Motor Vehicle ,Dawn,Rural-Principal Arterial-Interstate,Not an Intersection,f
10445,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
10446,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Four-Way Intersection,f
10447,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
10448,Rollover/Overturn,Dark - Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
10449,Tree (Standing Only),Daylight,Rural-Local Road or Street,Not an Intersection,f
10450,Parked Motor Vehicle ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
10451,Rollover/Overturn,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
10452,Guardrail Face,Daylight,Rural-Major Collector,Not an Intersection,f
10453,Embankment,Daylight,Rural-Local Road or Street,Not an Intersection,f
10454,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
10455,Rollover/Overturn,Dawn,Rural-Principal Arterial-Other,Not an Intersection,t
10456,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
10457,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
10458,Utility Pole/Light Support,Daylight,Rural-Major Collector,Not an Intersection,f
10459,Utility Pole/Light Support,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,t
10460,Rollover/Overturn,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
10461,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,T-Intersection,f
10462,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
10463,Motor Vehicle In-Transport ,Daylight,Rural-Minor Collector,Not an Intersection,f
10464,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,Not an Intersection,f
10465,Rollover/Overturn,Dawn,Rural-Principal Arterial-Other,Not an Intersection,f
10466,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
10467,Rollover/Overturn,Daylight,Rural-Local Road or Street,Not an Intersection,f
10468,Ditch,Daylight,Rural-Minor Collector,Not an Intersection,f
10469,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Not an Intersection,t
10470,Guardrail Face,Daylight,Rural-Major Collector,Not an Intersection,f
10471,Embankment,Daylight,Rural-Minor Collector,Not an Intersection,t
10472,Tree (Standing Only),Daylight,Rural-Major Collector,Not an Intersection,t
10473,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
10474,Pedalcyclist,Daylight,Urban-Local Road or Street,Not an Intersection,t
10475,Wall,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,f
10476,Rollover/Overturn,Dark - Not Lighted,Urban-Collector,Not an Intersection,t
10477,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
10478,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,T-Intersection,f
10479,Fell/Jumped from Vehicle,Daylight,Rural-Minor Collector,Not an Intersection,t
10480,Motor Vehicle In-Transport ,Daylight,Urban-Other Principal Arterial,Not an Intersection,f
10481,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,t
10482,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
10483,Rollover/Overturn,Daylight,Rural-Minor Collector,Not an Intersection,f
10484,Rollover/Overturn,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
10485,Embankment,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
10486,Rollover/Overturn,Daylight,Rural-Major Collector,Not an Intersection,f
10487,Tree (Standing Only),Daylight,Rural-Minor Arterial,Not an Intersection,t
10488,Motor Vehicle In-Transport ,Dark - Lighted,Urban-Other Principal Arterial,Not an Intersection,t
10489,Tree (Standing Only),Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
10490,Embankment,Daylight,Rural-Principal Arterial-Other,Not an Intersection,t
10491,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,f
10492,Guardrail Face,Dark - Not Lighted,Rural-Major Collector,Not an Intersection,f
10493,Tree (Standing Only),Daylight,Rural-Minor Collector,Not an Intersection,f
10494,Tree (Standing Only),Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,f
10495,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Other,Not an Intersection,f
10496,Motor Vehicle In-Transport ,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
10497,Motor Vehicle In-Transport ,Daylight,Rural-Major Collector,T-Intersection,f
10498,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
10499,Pedestrian,Dark - Not Lighted,Urban-Other Principal Arterial,Not an Intersection,f
10500,Embankment,Daylight,Rural-Minor Arterial,Not an Intersection,f
10501,Rollover/Overturn,Dark - Not Lighted,Rural-Local Road or Street,Not an Intersection,t
10502,Motor Vehicle In-Transport ,Daylight,Rural-Principal Arterial-Interstate,Not an Intersection,f
10503,Motor Vehicle In-Transport ,Dark - Not Lighted,Urban-Local Road or Street,Not an Intersection,f
10504,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Not an Intersection,f
10505,Culvert,Daylight,Rural-Minor Arterial,Not an Intersection,f
10506,Motor Vehicle In-Transport ,Daylight,Urban-Minor Arterial,Four-Way Intersection,f
10507,Pedestrian,Dark - Not Lighted,Rural-Principal Arterial-Other,Not an Intersection,t
10508,Rollover/Overturn,Dawn,Rural-Local Road or Street,Not an Intersection,f
10509,Motor Vehicle In-Transport ,Daylight,Rural-Minor Arterial,Not an Intersection,f
10510,Pedestrian,Daylight,Rural-Minor Collector,Not an Intersection,f
10511,Motor Vehicle In-Transport ,Daylight,Rural-Local Road or Street,Four-Way Intersection,f
10512,Embankment,Dusk,Rural-Minor Collector,Not an Intersection,f
10513,Motor Vehicle In-Transport ,Daylight,Urban-Local Road or Street,Four-Way Intersection,f
10514,Guardrail Face,Dawn,Rural-Principal Arterial-Interstate,Not an Intersection,f
10515,Motor Vehicle In-Transport ,Daylight,Urban-Principal Arterial-Interstate,Not an Intersection,f
